room_number,qr,measured_temp,issue_heating,issue_motion,issue_temperature_sensor,issue_door,issue_window,issue_heating_switch,issue_kitchen_switch,issue_wifi,problem_description,solution,short_uuid,mac_address,timestamp,last_motion_time,last_motion_state,voltage_state,temp,broker_connection
617,2A4FC7,24,,,,,,,Kuchenka siê nie w³¹cza nie s³ychaæ pstrykania ,,,,"2A4-FC7
",02:42:AC:12:00:03,09-09-2023_18-39-17,09-09-2023 18:39:11,0,DETECT,26.375,NOT CONNECTED
616,684,23.6,,,,,"Nie dzia³a, close ca³y czas ",,,,,,"684-978
",02:42:AC:12:00:03,09-09-2023_18-39-56,09-09-2023 18:39:49,0,DETECT,27.1875,NOT CONNECTED
620,39F6E5,23.6,,,,,Nie dzia³a ca³y czas pokazuje Close ,,,,,,"39F-6E5
",02:42:AC:12:00:02,09-09-2023_18-43-02,09-09-2023 18:43:02,0,DETECT,26.5,NOT CONNECTED
621,3B2C31,22.7,,,,,,,,,,,"3B2-C31
",02:42:AC:12:00:03,09-09-2023_18-44-48,09-09-2023 18:44:41,0,DETECT,26.8125,NOT CONNECTED
626,2239E2,21.1,,,,,,,,,,,"223-9E2
",02:42:AC:12:00:02,09-09-2023_18-52-25,09-09-2023 18:50:40,1,DETECT,24.625,NOT CONNECTED
627,336260,21.2,,,,,Nie dzia³a ca³y czas pokazuje Close ,,,,,,"336-260
",02:42:AC:12:00:02,09-09-2023_18-53-31,09-09-2023 18:53:29,0,DETECT,24.9375,NOT CONNECTED
629,0B9EF9,21.7,,,,,,,,,,,"0B9-EF9
",02:42:AC:12:00:02,09-09-2023_18-55-19,09-09-2023 18:55:17,0,DETECT,25.375,NOT CONNECTED
631,24770C,21.5,,,,,Ca³y czas pokazuje Open,,,,,,"247-70C
",02:42:AC:12:00:03,09-09-2023_18-58-00,09-09-2023 18:57:48,0,DETECT,25.4375,NOT CONNECTED
632,315AD3,20.9,,,,,,,,,,,"315-AD3
",02:42:AC:12:00:03,09-09-2023_18-58-27,09-09-2023 18:58:24,1,DETECT,24.75,NOT CONNECTED
633,88CB25,22.2,,,,,,,,,,,"88C-B25
",02:42:AC:12:00:02,09-09-2023_19-00-35,09-09-2023 19:00:30,0,DETECT,24.5625,NOT CONNECTED
636,17204C,22.1,,,,,,,,,,,"172-04C
",02:42:AC:12:00:02,09-09-2023_19-03-11,09-09-2023 19:03:10,1,DETECT,24.8125,NOT CONNECTED
06,,,,,,,Okno,,,,,,"E0F-82A
",02:42:AC:12:00:02,09-10-2023_12-32-37,09-10-2023 12:31:58,0,DETECT,18.3125,NOT CONNECTED
,,,,,,,Nie dzia³a ,,,,,,"E0F-82A
",02:42:AC:12:00:02,09-10-2023_12-32-22,09-10-2023 12:31:58,0,DETECT,18.25,NOT CONNECTED
19,,16.5,,,,,,,,,,,"8CD-22D
",02:42:AC:12:00:02,09-10-2023_13-31-04,09-10-2023 13:30:56,0,DETECT,18.4375,NOT CONNECTED
19,8CD22D,21,,,,Ca³y czas pokazuje Close,,,,,Poprawka elektryczna w boxie ,,"8CD-22D
",02:42:AC:12:00:02,25-09-2023_13-26-49,25-09-2023 13:26:27,0,DETECT,22.875,NOT CONNECTED
,,,,,,,,,Ok,,,,"8CD-22D
",02:42:AC:12:00:02,09-10-2023_13-07-01,09-10-2023 13:06:54,0,DETECT,18.125,NOT CONNECTED
33,,16.7,,,,,,,,,,,"1D2-CBA
",02:42:AC:12:00:02,09-10-2023_13-38-30,09-10-2023 13:38:27,0,DETECT,19.0,NOT CONNECTED
33,1D2CBA,21,,,,,Ci¹gle widnieje napis Close ,,,,,,"1D2-CBA
",02:42:AC:12:00:02,25-09-2023_19-17-04,25-09-2023 19:17:01,0,DETECT,22.0,NOT CONNECTED
,,,,,,,,,Ok,,,,"1D2-CBA
",02:42:AC:12:00:02,09-10-2023_11-45-31,09-10-2023 11:45:15,0,DETECT,19.0625,NOT CONNECTED
7,,17.7,,,,,,,,,,,"AFD-A79
",02:42:AC:12:00:02,09-10-2023_13-42-52,09-10-2023 13:42:44,0,DETECT,18.5,NOT CONNECTED
,,,,,,,,,Ok,,,,"AFD-A79
",02:42:AC:12:00:02,09-10-2023_11-49-15,09-10-2023 11:49:14,1,DETECT,19.5625,NOT CONNECTED
8,,18.5,,,,,,,,,,,"3BF-2BF
",02:42:AC:12:00:02,09-10-2023_13-47-37,09-10-2023 13:47:37,1,DETECT,21.5625,NOT CONNECTED
8,3BF2BF,22.8,,,,,,,,,Poprawka elektryczna w boxie ,,"3BF-2BF
",02:42:AC:12:00:02,25-09-2023_12-11-41,25-09-2023 12:11:35,0,DETECT,23.375,NOT CONNECTED
,,,,,,,,,Ok,,,,"3BF-2BF
",02:42:AC:12:00:02,09-10-2023_11-51-16,09-10-2023 11:50:45,0,DETECT,20.4375,NOT CONNECTED
9,,20.3,,,,,,,,,,,"B28-8EA
",02:42:AC:12:00:02,09-10-2023_13-54-05,09-10-2023 13:53:16,0,DETECT,21.375,NOT CONNECTED
9,B288EA,22.9,,,,,,,,,Poprawka elektryczna w boxie ,,"B28-8EA
",02:42:AC:12:00:02,25-09-2023_12-16-08,25-09-2023 12:16:07,0,DETECT,23.0,NOT CONNECTED
,,,,,,,,,Ok,,,,"B28-8EA
",02:42:AC:12:00:02,09-10-2023_11-57-09,09-10-2023 11:56:46,0,DETECT,20.625,NOT CONNECTED
902,B70846,,,,,,,,,,"Skip, bezpieczniki na dole",,"B70-846
",02:42:AC:12:00:02,10-09-2023_10-21-29,10-09-2023 10:21:22,0,NOT DETECT,Sensor not detected,NOT CONNECTED
901,3D0EFA,25,,,,,,,Nie da siê sprawdziæ nie jest podpiêta do pr¹du ,,,,"3D0-EFA
",02:42:AC:12:00:02,10-09-2023_10-21-31,10-09-2023 10:21:26,0,DETECT,25.5625,NOT CONNECTED
901a,84EA56,26,,,,,Ca³y czas pisze close ,,,,,,"84E-A56
",02:42:AC:12:00:02,10-09-2023_10-23-33,10-09-2023 10:23:32,0,DETECT,26.875,NOT CONNECTED
901c,AF48D8,26.5,,,,,,,,,,,"AF4-8D8
",02:42:AC:12:00:03,10-09-2023_10-26-23,10-09-2023 10:26:13,0,DETECT,26.6875,NOT CONNECTED
904,AA0EBC,26.7,,,,,,,,,,,"AA0-EBC
",02:42:AC:12:00:03,10-09-2023_10-26-24,10-09-2023 10:26:19,0,DETECT,25.5625,NOT CONNECTED
901d,B119B5,24.9,,,,,Nie dzia³a ci¹gle pisze close ,,,,,,"B11-9B5
",02:42:AC:12:00:03,10-09-2023_10-28-26,10-09-2023 10:28:18,0,DETECT,26.0,NOT CONNECTED
922,11C8DF,23.8,,,,,,,,,Zmiana kuchenki dzia³a poprawnie ale gdy jest wy³¹czona przez apke pokazuje w aplikacji voltage state not detected ,,"11C-8DF
",02:42:AC:12:00:02,10-09-2023_10-32-37,10-09-2023 10:32:37,1,DETECT,24.375,NOT CONNECTED
921,B340FF,23.7,,,,,,,,,,,"B34-0FF
",02:42:AC:12:00:03,10-09-2023_10-43-27,10-09-2023 10:42:21,0,DETECT,25.5625,NOT CONNECTED
920,A36AC1,23.5,,,Nie widzi czujki temperatury ,,,,,,,,"A36-AC1
",02:42:AC:12:00:02,10-09-2023_10-45-58,10-09-2023 10:45:58,1,DETECT,Sensor not detected,NOT CONNECTED
910,8CE9C8,22.5,,,,,,,,,,,"8CE-9C8
",02:42:AC:12:00:02,10-09-2023_10-46-16,10-09-2023 10:46:06,0,DETECT,25.25,NOT CONNECTED
919,B65D0E,23.1,,,,,Ci¹gle widnieje napis Close ,,,,,,"B65-D0E
",02:42:AC:12:00:02,10-09-2023_10-47-55,10-09-2023 10:47:50,1,DETECT,25.5,NOT CONNECTED
912,A34570,23.2,,,,,"Nie dzia³a, close ca³y czas ",,,,,,"A34-570
",02:42:AC:12:00:02,10-09-2023_10-52-12,10-09-2023 10:52:06,0,DETECT,25.75,NOT CONNECTED
913,87CAB7,24.5,,,,,,,,,,,"87C-AB7
",02:42:AC:12:00:02,10-09-2023_10-55-57,10-09-2023 10:55:47,0,DETECT,27.0,NOT CONNECTED
913,87CAB7,24.3,,,,,,,,,Prawego okna nie da siê otworzyæ nie da siê sprawdziæ kontaktronu,,"87C-AB7
",02:42:AC:12:00:02,25-09-2023_16-35-05,25-09-2023 15:31:55,1,DETECT,26.1875,NOT CONNECTED
,,,,,,,"Nie mo¿na sprawdziæ, nie da siê otworzyæ okna",,,,Update,,"87C-AB7
",02:42:AC:12:00:02,10-09-2023_11-14-57,10-09-2023 11:14:20,0,DETECT,27.0,NOT CONNECTED
915,B04720,23.6,,,Sensor not detected ,Nie ma kontraktronu,,,,,,,"B04-720
",02:42:AC:12:00:02,10-09-2023_11-02-00,10-09-2023 11:01:54,0,DETECT,Sensor not detected,NOT CONNECTED
915,B04720,21.5,,,,Nie ma kontaktronu na drzwiach/drzwi nie da siê zamkn¹æ ,,,,,,,"B04-720
",02:42:AC:12:00:02,25-09-2023_16-38-07,25-09-2023 16:38:00,0,DETECT,Sensor not detected,NOT CONNECTED
,,,,,Nie widzi czujki temperatury ,,,,,,,,"B04-720
",02:42:AC:12:00:02,25-09-2023_16-38-21,25-09-2023 16:38:15,0,DETECT,Sensor not detected,NOT CONNECTED
916,AD7E04,22.0,,,,,"Nie dzia³a, close ca³y czas ",,"Nie w³¹cza siê na obu gniazdkach, pstryka",,,,"AD7-E04
",02:42:AC:12:00:03,10-09-2023_11-06-23,10-09-2023 11:05:43,0,DETECT,25.5625,NOT CONNECTED
918,AA4E5C,22.0,,,,,,,,,,,"AA4-E5C
",02:42:AC:12:00:03,10-09-2023_11-11-01,10-09-2023 11:11:00,0,DETECT,24.8125,NOT CONNECTED
1101,15A958,23.9,,,,,,,Nie da siê sprawdziæ przez brak mo¿liwoœci wpiêcia wtyczki ,,,,"15A-958
",02:42:AC:12:00:03,10-09-2023_11-23-32,10-09-2023 11:23:30,0,DETECT,25.3125,NOT CONNECTED
1102,EA12E2,24.1,,,,,"Nie dzia³a, close ca³y czas ",,,,,,"EA1-2E2
",02:42:AC:12:00:02,10-09-2023_11-29-29,10-09-2023 11:29:17,0,DETECT,27.0,NOT CONNECTED
1118,273C0E,24.9,,,,,,,,,,,"273-C0E
",02:42:AC:12:00:03,10-09-2023_11-30-43,10-09-2023 11:30:39,1,DETECT,25.1875,NOT CONNECTED
1117,383A99,23,,,,,,,,,,,"383-A99
",02:42:AC:12:00:02,10-09-2023_11-32-51,10-09-2023 11:32:49,0,DETECT,24.9375,NOT CONNECTED
1104,B86865,25.2,,,,,,,,,,,"B86-865
",02:42:AC:12:00:03,10-09-2023_11-33-54,10-09-2023 11:33:45,0,DETECT,26.625,NOT CONNECTED
1116,EA8C38,23.1,,Nie wykrywa ruchu ,,,,,,,,,"EA8-C38
",02:42:AC:12:00:03,10-09-2023_11-34-48,10-09-2023 08:40:28,0,DETECT,25.0625,NOT CONNECTED
1105,3C028D,24.4,,,,,,,,,,,"3C0-28D
",02:42:AC:12:00:03,10-09-2023_11-35-47,10-09-2023 11:35:38,1,DETECT,26.1875,NOT CONNECTED
1115,36173E,23.3,,,,,,,Nie da siê sprawdziæ przez brak mo¿liwoœci wpiêcia wtyczki ,,,,"361-73E
",02:42:AC:12:00:02,10-09-2023_11-37-16,10-09-2023 11:37:11,0,DETECT,24.8125,NOT CONNECTED
1106,7BBF12,25.6,,,,,,,,,,,"7BB-F12
",02:42:AC:12:00:02,10-09-2023_11-38-09,10-09-2023 11:38:03,0,DETECT,25.6875,NOT CONNECTED
1114,0DD548,22.7,,,,,,,,,Cover state widnieje jako open ,,"0DD-548
",02:42:AC:12:00:03,10-09-2023_11-40-45,10-09-2023 11:40:43,0,DETECT,24.0,NOT CONNECTED
1108,8BFFAE,24.9,,,,,"Nie dzia³a, close ca³y czas ",,,,,,"8BF-FAE
",02:42:AC:12:00:02,10-09-2023_11-42-05,10-09-2023 11:41:48,0,DETECT,26.9375,NOT CONNECTED
1113,35A788,,,,,,,,,,Skip zastawione rzeczami osób co sprz¹taj¹ ,,"35A-788
",02:42:AC:12:00:02,10-09-2023_11-42-47,10-09-2023 11:42:43,0,DETECT,26.6875,NOT CONNECTED
1113,35A788,23.6,,,,,,,,,Prawego okna nie da siê otworzyæ nie da siê sprawdziæ kontaktronu,,"35A-788
",02:42:AC:12:00:02,25-09-2023_16-50-14,25-09-2023 16:50:10,0,DETECT,26.3125,NOT CONNECTED
1113,35A,,,,,,,,,,,Poprawny stan okna,"35A-788
",02:42:AC:12:00:02,26-09-2023_17-13-36,26-09-2023 17:13:35,1,DETECT,26.3125,NOT CONNECTED
1113,35A,,,,,,,,,,,Poprawny stan okna,"3E4-220
",02:42:AC:12:00:02,26-09-2023_19-24-55,26-09-2023 19:24:03,0,DETECT,25.3125,NOT CONNECTED
1113,35A,,,,,,,,,,,Poprawny stan okna,"3E4-220
",02:42:AC:12:00:02,26-09-2023_19-24-59,26-09-2023 19:24:03,0,DETECT,25.25,NOT CONNECTED
1112,393D6C,23.6,,,,,,,Nie da siê sprawdziæ przez brak mo¿liwoœci wpiêcia wtyczki ,,,,"393-D6C
",02:42:AC:12:00:03,10-09-2023_11-44-39,10-09-2023 11:44:33,0,DETECT,25.5625,NOT CONNECTED
1109,BB6426,23.1,,Nie wykrywa ruchu,,,,,,,,,"BB6-426
",02:42:AC:12:00:03,10-09-2023_11-45-16,10-09-2023 11:43:35,0,DETECT,25.9375,NOT CONNECTED
1111,3616FC,23.1,,,,,,,,,,,"361-6FC
",02:42:AC:12:00:03,10-09-2023_11-46-21,10-09-2023 11:46:20,1,DETECT,25.5,NOT CONNECTED
1110,357B03,22.9,,,,,,,,,,,"357-B0C
",02:42:AC:12:00:03,10-09-2023_11-47-33,10-09-2023 11:47:23,0,DETECT,25.25,NOT CONNECTED
1201,2E49DB,24.3,,,,,Nie dzia³a ca³y czas pokazuje Open,,Nie da siê sprawdziæ przez brak mo¿liwoœci wpiêcia wtyczki ,,,,"2E4-9DB
",02:42:AC:12:00:03,10-09-2023_12-21-06,10-09-2023 12:20:52,0,DETECT,26.4375,NOT CONNECTED
1202,36AE24,27.9,,,,,,Nie pstryka,Nie pstryka,,,,"36A-E24
",02:42:AC:12:00:03,10-09-2023_12-24-48,10-09-2023 12:24:34,0,DETECT,26.75,NOT CONNECTED
1217,AA5B85,24.8,,,,,,,Nie da siê sprawdziæ przez brak mo¿liwoœci wpiêcia wtyczki ,,,,"AA5-B85
",02:42:AC:12:00:03,10-09-2023_12-25-50,10-09-2023 12:25:49,0,DETECT,26.0625,NOT CONNECTED
1203,010F2A,27.1,,,,,,,,,,,"010-F2A
",02:42:AC:12:00:02,10-09-2023_12-28-36,10-09-2023 12:28:33,0,DETECT,27.4375,NOT CONNECTED
1216,AA5D08 ,23.7,,,,,,,,,Nic w pokoju nie dzia³a poprawnie nie pstryka jak zmienia stan ,,"AA5-B85
",02:42:AC:12:00:03,10-09-2023_12-30-07,10-09-2023 12:26:22,0,DETECT,26.0,NOT CONNECTED
1216,,,,,,,,,,,UPDATE skip bezpieczniki ,,"AA5-D08
",02:42:AC:12:00:03,10-09-2023_12-46-11,10-09-2023 12:46:11,0,NOT DETECT,25.125,NOT CONNECTED
1216,AA5-D08,22.7,,,,,,,,,,,"AA5-D08
",02:42:AC:14:00:02,27-09-2023_11-50-04,27-09-2023 11:50:01,0,DETECT,23.8125,NOT CONNECTED
1216,AA5-D08,22.7,,,,,,,,,,,"B25-961
",02:42:AC:12:00:03,27-09-2023_13-32-33,27-09-2023 13:31:15,0,DETECT,24.25,NOT CONNECTED
1216,aa5d08,23.2,,,,,,,,,,,"AA5-D08
",02:42:AC:12:00:02,29-09-2023_22-02-53,29-09-2023 22:02:51,0,DETECT,24.5625,NOT CONNECTED
1215,126E62,23.4,,,,,,,,,,,"126-E62
",02:42:AC:12:00:03,10-09-2023_12-31-54,10-09-2023 12:31:53,0,DETECT,25.1875,NOT CONNECTED
1204,390A9F,26.7,,,,,,,,,,,"390-A9F
",02:42:AC:12:00:02,10-09-2023_12-32-07,10-09-2023 12:32:02,1,DETECT,26.875,NOT CONNECTED
1214,3DA4AA,23.1,,,,,,,,,,,"3DA-4AA
",02:42:AC:12:00:02,10-09-2023_12-33-28,10-09-2023 12:33:27,1,DETECT,25.8125,NOT CONNECTED
1205,C050A6,25.8,,,,,,,,,,,"C05-0A6
",02:42:AC:12:00:03,10-09-2023_12-34-06,10-09-2023 12:34:02,0,DETECT,26.8125,NOT CONNECTED
1206,05CA83,26.1,,,,,,,,,,,"0C5-A83
",02:42:AC:12:00:02,10-09-2023_12-35-46,10-09-2023 12:35:42,0,DETECT,26.6875,NOT CONNECTED
1213,0FB697,22.7,,,,,Nie dzia³a ca³y czas pokazuje Close ,,,,,,"0FB-697
",02:42:AC:12:00:03,10-09-2023_12-36-02,10-09-2023 12:35:59,1,DETECT,25.0,NOT CONNECTED
1207,3E742F,26.0,,,,,,,,,,,"3E7-42F
",02:42:AC:12:00:03,10-09-2023_12-37-31,10-09-2023 12:37:31,0,DETECT,27.5,NOT CONNECTED
1211,372A84,24,,,,,,,,,,,"372-A84
",02:42:AC:12:00:03,10-09-2023_12-39-02,10-09-2023 12:39:00,0,DETECT,26.25,NOT CONNECTED
1210,33D19D,24.2,,,,,,,,,,,"33D-19D
",02:42:AC:12:00:02,10-09-2023_12-40-26,10-09-2023 12:40:25,1,DETECT,25.25,NOT CONNECTED
1208,08EFE7,26.8,,,,,"Nie dzia³a, close ca³y czas ",,,,,,"0E8-FE7
",02:42:AC:12:00:02,10-09-2023_12-41-53,10-09-2023 12:41:34,0,DETECT,27.0625,NOT CONNECTED
1208,0E8FE7,21.5,,Nie wykrywa ruchu ,,,Nie dzia³a ca³y czas pokazuje Close ,,,,Aplikacja mocno zacina przy zmianie stanu np jakby s³abe wifi ,,"0E8-FE7
",02:42:AC:12:00:02,25-09-2023_11-52-53,25-09-2023 11:52:53,0,DETECT,24.0,NOT CONNECTED
1208,0E8,25.2,,,,,Ci¹gle pisze close,,,,,,"0E8-FE7
",02:42:AC:12:00:02,26-09-2023_17-00-42,26-09-2023 17:00:42,0,DETECT,24.5625,NOT CONNECTED
1208,0E8,25.2,,,,,Ci¹gle pisze close,,,,,,"35A-788
",02:42:AC:12:00:02,26-09-2023_17-12-29,26-09-2023 17:12:25,0,DETECT,26.3125,NOT CONNECTED
1209,31A46F,23.7,,,,,,,,,"Voltage state not detected, przez to nie da siê sprawdziæ kuchenki i g³owicy ",,"31A-46F
",02:42:AC:12:00:03,10-09-2023_12-42-36,10-09-2023 12:42:35,0,NOT DETECT,26.375,NOT CONNECTED
1209,31A,24.5,,,,,,,,,,,"31A-46F
",02:42:AC:12:00:02,26-09-2023_16-52-06,26-09-2023 16:51:54,0,DETECT,25.3125,NOT CONNECTED
1209,31A,24.5,,,,,,,,,,,"7F4-AA9
",02:42:AC:12:00:02,26-09-2023_18-44-15,26-09-2023 18:43:23,1,DETECT,24.5625,NOT CONNECTED
,,,,,,,,,,,,Poprawiona taœma ,"7F4-AA9
",02:42:AC:12:00:02,26-09-2023_18-53-20,26-09-2023 18:53:17,0,DETECT,24.6875,NOT CONNECTED
,,,,,,,,,,,,Poprawiona taœma ,"7F4-AA9
",02:42:AC:12:00:02,26-09-2023_18-55-49,26-09-2023 18:55:48,0,DETECT,24.9375,NOT CONNECTED
101,11C04E,23.5,,,,,,,Nie da siê sprawdziæ przez brak mo¿liwoœci dostania siê do kuchenki ,,,,"11C-04E
",02:42:AC:12:00:03,10-09-2023_14-31-26,10-09-2023 14:31:03,0,DETECT,25.0625,NOT CONNECTED
101a,6F3C85,26.6,,,,,,,,,,,"6F3-C85
",02:42:AC:12:00:03,10-09-2023_14-32-56,10-09-2023 14:32:45,0,DETECT,26.75,NOT CONNECTED
,,,,,,,"Nie dzia³a, close ca³y czas ",,,,Update ,,"6F3-C85
",02:42:AC:12:00:03,10-09-2023_14-33-54,10-09-2023 14:32:45,0,DETECT,26.8125,NOT CONNECTED
110,15F1D0,26.5,,Nie wykrywa ruchu ,,,Ca³y czas pisze close ,,Kuchenka ca³y czas jest w³¹czona s³ychaæ pstrykanie ,,,,"15F-1D0
",02:42:AC:12:00:03,10-09-2023_14-39-43,10-09-2023 08:34:54,1,DETECT,26.75,NOT CONNECTED
116,BB31B9,25,,,,,Ca³y czas pisze close ,,,,,,"BB3-1B9
",02:42:AC:12:00:03,10-09-2023_14-43-24,10-09-2023 14:43:19,0,DETECT,26.625,NOT CONNECTED
119,69EFCA,,,,,,,,,,Pokój niezdatny do odbioru (wszêdzie stoj¹ meble i nie ma kuchenki),,"69E-FCA
",02:42:AC:12:00:03,10-09-2023_14-48-49,10-09-2023 14:48:48,1,DETECT,26.375,NOT CONNECTED
138,AD7AC9,,,,,,,,,,Poprawka elektryczna w boxie ,,"AD7-AC9
",02:42:AC:12:00:03,10-09-2023_14-53-31,10-09-2023 14:53:24,0,DETECT,22.9375,NOT CONNECTED
140,AE2D90,,,,,,,,,,Poprawka elektryczna w boxie ,,"AE2-D90
",02:42:AC:12:00:03,10-09-2023_14-55-00,10-09-2023 14:54:59,1,DETECT,25.3125,NOT CONNECTED
159,B25961,,,,,,,,,,Stycznik nie dzia³a poprawnie nie da siê ustawiæ 1 przez co nie da siê sprawdziæ kuchenki ,,"B25-961
",02:42:AC:12:00:03,10-09-2023_14-57-14,10-09-2023 14:57:11,0,DETECT,24.0,NOT CONNECTED
164,2AC1CD,,,,,,,,,,Skip bezpieczniki w dó³ ,,"2AC-1CD
",02:42:AC:12:00:03,10-09-2023_14-58-55,10-09-2023 14:58:55,0,NOT DETECT,24.25,NOT CONNECTED
169,1C1C46,20.5,,,,,Ci¹gle widnieje napis Close ,,,,,,"1C1-C46
",02:42:AC:12:00:03,10-09-2023_15-00-34,10-09-2023 15:00:34,1,DETECT,23.4375,NOT CONNECTED
172,1CBDD4,20.1,,,,,,,,,,,"1CB-DD4
",02:42:AC:12:00:03,10-09-2023_15-02-31,10-09-2023 15:02:26,0,DETECT,24.25,NOT CONNECTED
173,1C3D50,,,,,,,,,,Skip bezpieczniki w dó³ ,,"1C3-D50
",02:42:AC:12:00:03,10-09-2023_15-03-46,10-09-2023 15:03:37,0,NOT DETECT,23.625,NOT CONNECTED
173,1C3D50,19.4,,,,,,,,,,,"1C3-D50
",02:42:AC:12:00:02,25-09-2023_18-19-07,25-09-2023 18:18:51,0,DETECT,22.5625,NOT CONNECTED
174,1C215D,,,,,,,,,,Pokój niezdatny do odbioru (wszêdzie stoj¹ meble i nie ma kuchenki),,"1C2-15D
",02:42:AC:12:00:03,10-09-2023_15-05-28,10-09-2023 15:05:27,0,NOT DETECT,24.9375,NOT CONNECTED
175,6916CC,,,,,,,,,,Skip bezpieczniki w dó³ ,,"691-6CC
",02:42:AC:12:00:03,10-09-2023_15-06-32,10-09-2023 15:06:28,0,NOT DETECT,24.25,NOT CONNECTED
302,9E1D99,23.5,,,,,,,,,,,"9E1-D99
",02:42:AC:12:00:03,10-09-2023_15-12-43,10-09-2023 15:12:42,1,DETECT,23.875,NOT CONNECTED
306,A2122F,24.5,,,,,,,,,,,"A21-22F
",02:42:AC:12:00:03,10-09-2023_15-14-38,10-09-2023 15:14:35,0,DETECT,26.5,NOT CONNECTED
306,A2122F,26.8,,,,,,,,,,,"A21-22F
",02:42:AC:12:00:02,25-09-2023_14-25-38,25-09-2023 14:25:30,0,DETECT,24.0625,NOT CONNECTED
310,6D1CDE,26.6,,,,,Ci¹gle widnieje napis Close ,,,,,,"6D1-CDE
",02:42:AC:12:00:03,10-09-2023_15-17-54,10-09-2023 15:17:49,0,DETECT,27.6875,NOT CONNECTED
312,863712,24,,,,,,,,,,,"863-712
",02:42:AC:12:00:03,10-09-2023_15-20-28,10-09-2023 15:20:26,0,DETECT,24.5,NOT CONNECTED
315,2C9360,24.5,,,,,Kontaktronu pod³¹czone równolegle zamiast szeregowo ,,,,,,"2C9-360
",02:42:AC:12:00:03,10-09-2023_15-23-32,10-09-2023 15:23:31,1,DETECT,26.9375,NOT CONNECTED
318,1078DC,23.5,,,,,Ci¹gle widnieje napis Close ,,,,,,"107-8DC
",02:42:AC:12:00:03,10-09-2023_15-26-06,10-09-2023 15:26:05,0,DETECT,24.125,NOT CONNECTED
319,43C4F0,24,,,,,,,Nie da siê sprawdziæ brak napiêcia w gniazdku,,,,"43C-4F0
",02:42:AC:12:00:03,10-09-2023_15-28-10,10-09-2023 15:28:08,0,DETECT,26.6875,NOT CONNECTED
361,6E5195,21,,,,,,,Nie ma dostêpu do gniazdka ,,,,"6E5-195
",02:42:AC:12:00:03,10-09-2023_15-30-07,10-09-2023 15:30:05,0,DETECT,24.9375,NOT CONNECTED
361,6E5195,21.5,,,,,,,,,,,"6E5-195
",02:42:AC:12:00:02,25-09-2023_14-49-56,25-09-2023 14:49:54,0,DETECT,23.0,NOT CONNECTED
366,9F6265,20.5,,,,,Ci¹gle widnieje napis Close ,,,,,,"9F6-265
",02:42:AC:12:00:03,10-09-2023_15-32-06,10-09-2023 15:32:05,0,DETECT,24.125,NOT CONNECTED
1001,0C5778,25.4,,,,,,,Nie da siê sprawdziæ przez brak mo¿liwoœci wpiêcia wtyczki ,,,,"0C5-778
",02:42:AC:12:00:03,10-09-2023_16-20-18,10-09-2023 16:20:07,1,DETECT,25.6875,NOT CONNECTED
1001d,834934,26.4,,,,,"Nie dzia³a, close ca³y czas ",,,,Pokoj 1001d,,"834-934
",02:42:AC:12:00:02,10-09-2023_16-23-31,10-09-2023 16:23:18,0,DETECT,26.875,NOT CONNECTED
1001c,B57602,28,,,,,,,,,Pokój C,,"B57-602
",02:42:AC:12:00:03,10-09-2023_16-23-50,10-09-2023 16:23:49,0,DETECT,28.1875,NOT CONNECTED
1002,AC3E73,26.8,,,,,,,,,,,"AC3-E73
",02:42:AC:12:00:03,10-09-2023_16-25-59,10-09-2023 16:25:55,0,DETECT,27.375,NOT CONNECTED
1004,ADD904,26.8,,,,,,,,,,,"ADD-904
",02:42:AC:13:00:02,10-09-2023_16-28-25,10-09-2023 16:28:24,0,DETECT,26.0625,NOT CONNECTED
6,E0F82A,24.1,,,,Ca³y czas pokazuje Close,Ci¹gle widnieje napis Close ,,,,,,"E0F-82A
",02:42:AC:12:00:02,25-09-2023_11-43-52,25-09-2023 11:43:42,1,DETECT,21.75,NOT CONNECTED
,,,,,,,Nie dzia³a ,,,,,,"E0F-82A
",02:42:AC:12:00:02,09-10-2023_12-32-22,09-10-2023 12:31:58,0,DETECT,18.25,NOT CONNECTED
11,3A04B1,22.3,,,,,,,,,Poprawka elektryczna w boxie ,,"3A0-4B1
",02:42:AC:12:00:02,25-09-2023_12-20-33,25-09-2023 12:20:32,1,DETECT,22.5,NOT CONNECTED
,,,,,,,,,Ok,,,,"3A0-4B1
",02:42:AC:12:00:02,09-10-2023_12-09-57,09-10-2023 12:08:09,0,DETECT,19.0,NOT CONNECTED
12,093544,22.4,,,,,Nie dzia³a ca³y czas pokazuje Close ,,,,Poprawka elektryczna w boxie ,,"093-544
",02:42:AC:12:00:02,25-09-2023_12-22-41,25-09-2023 12:22:25,0,DETECT,22.0625,NOT CONNECTED
,,,,,,,,,Ok,,,,"093-544
",02:42:AC:12:00:02,09-10-2023_12-18-39,09-10-2023 12:18:21,0,DETECT,19.375,NOT CONNECTED
,,,,,,,,,Ok,,,,"093-544
",02:42:AC:12:00:02,09-10-2023_12-18-59,09-10-2023 12:18:21,0,DETECT,19.4375,NOT CONNECTED
13,25A414,22.5,,,,,,,,,Poprawka elektryczna w boxie ,,"25A-414
",02:42:AC:12:00:02,25-09-2023_12-24-21,25-09-2023 12:24:21,0,DETECT,22.375,NOT CONNECTED
